日期	账户ID	账户	推广计划ID	推广计划	推广单元ID	推广单元	地域ID	地域	展现量	点击量	消费	平均点击价格
2014-08-21	7034363	baidu-房多多-上海8131931	16690006	昆明-实力壹方城-全国	536529179	城市竞品词	27000	陕西	3	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16690042	昆明-实力壹方城-通用	534807448	通用词	27000	陕西	3	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16792143	昆明-东盟森林-全国	536090603	城市竞品词	27000	陕西	20	1	6.00	6.00
2014-08-21	7034363	baidu-房多多-上海8131931	16792146	昆明-东盟森林-通用	536090600	城市通用词	27000	陕西	3	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240106	通用词-精确	27000	陕西	32	2	7.71	3.86
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240109	物业词-精确	27000	陕西	1	1	3.11	3.11
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240112	通用词-短语	27000	陕西	151	3	8.14	2.71
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240142	房价词-精确	27000	陕西	4	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240145	房价词-短语	27000	陕西	11	2	2.61	1.30
2014-08-21	7034363	baidu-房多多-上海8131931	18543183	北京-一渡新新小镇-全国	632240199	竞品词-精确	27000	陕西	1	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543186	北京-一渡新新小镇-本地	632240181	区域词-短语	27000	陕西	2	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16690006	昆明-实力壹方城-全国	536529179	城市竞品词	28000	四川	5	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16690042	昆明-实力壹方城-通用	534807448	通用词	28000	四川	10	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16792022	昆明-实力壹方城-本地	534805945	区域板块	28000	四川	3	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16792140	昆明-东盟森林-本地	536090594	竞品词	28000	四川	1	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16792140	昆明-东盟森林-本地	536090612	品牌词	28000	四川	3	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16792143	昆明-东盟森林-全国	536090603	城市竞品词	28000	四川	37	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16792146	昆明-东盟森林-通用	536090600	城市通用词	28000	四川	14	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240106	通用词-精确	28000	四川	51	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240109	物业词-精确	28000	四川	1	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240112	通用词-短语	28000	四川	231	5	15.78	3.16
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240142	房价词-精确	28000	四川	3	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240145	房价词-短语	28000	四川	13	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240154	物业词-短语	28000	四川	6	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543183	北京-一渡新新小镇-全国	632240199	竞品词-精确	28000	四川	1	1	3.92	3.92
2014-08-21	7034363	baidu-房多多-上海8131931	18543186	北京-一渡新新小镇-本地	632240181	区域词-短语	28000	四川	6	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16792143	昆明-东盟森林-全国	536090603	城市竞品词	29000	西藏	3	1	6.52	6.52
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240106	通用词-精确	29000	西藏	3	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240112	通用词-短语	29000	西藏	4	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16690042	昆明-实力壹方城-通用	534807448	通用词	30000	新疆	2	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16792146	昆明-东盟森林-通用	536090600	城市通用词	30000	新疆	1	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240106	通用词-精确	30000	新疆	17	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240109	物业词-精确	30000	新疆	2	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240112	通用词-短语	30000	新疆	67	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240142	房价词-精确	30000	新疆	4	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240145	房价词-短语	30000	新疆	1	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543183	北京-一渡新新小镇-全国	632240139	区域词-精确	30000	新疆	1	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543186	北京-一渡新新小镇-本地	632240181	区域词-短语	30000	新疆	2	1	1.77	1.77
2014-08-21	7034363	baidu-房多多-上海8131931	16690006	昆明-实力壹方城-全国	536529173	城市品牌词	31000	云南	6	1	6.52	6.52
2014-08-21	7034363	baidu-房多多-上海8131931	16690006	昆明-实力壹方城-全国	536529176	城市区域板块	31000	云南	31	2	3.58	1.79
2014-08-21	7034363	baidu-房多多-上海8131931	16690006	昆明-实力壹方城-全国	536529179	城市竞品词	31000	云南	226	19	104.93	5.52
2014-08-21	7034363	baidu-房多多-上海8131931	16690042	昆明-实力壹方城-通用	534807448	通用词	31000	云南	412	21	40.32	1.92
2014-08-21	7034363	baidu-房多多-上海8131931	16792022	昆明-实力壹方城-本地	534805939	竞品词	31000	云南	694	45	259.12	5.76
2014-08-21	7034363	baidu-房多多-上海8131931	16792022	昆明-实力壹方城-本地	534805942	品牌词	31000	云南	118	17	102.04	6.00
2014-08-21	7034363	baidu-房多多-上海8131931	16792022	昆明-实力壹方城-本地	534805945	区域板块	31000	云南	75	8	16.58	2.07
2014-08-21	7034363	baidu-房多多-上海8131931	16792140	昆明-东盟森林-本地	536090594	竞品词	31000	云南	232	12	72.95	6.08
2014-08-21	7034363	baidu-房多多-上海8131931	16792140	昆明-东盟森林-本地	536090612	品牌词	31000	云南	132	24	145.07	6.04
2014-08-21	7034363	baidu-房多多-上海8131931	16792143	昆明-东盟森林-全国	536090603	城市竞品词	31000	云南	619	20	125.35	6.27
2014-08-21	7034363	baidu-房多多-上海8131931	16792143	昆明-东盟森林-全国	536090606	城市品牌词	31000	云南	11	3	13.79	4.60
2014-08-21	7034363	baidu-房多多-上海8131931	16792143	昆明-东盟森林-全国	536090609	城市区域板块	31000	云南	1	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16792146	昆明-东盟森林-通用	536090600	城市通用词	31000	云南	706	45	109.44	2.43
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240106	通用词-精确	31000	云南	11	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240112	通用词-短语	31000	云南	76	2	4.06	2.03
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240142	房价词-精确	31000	云南	4	1	3.17	3.17
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240145	房价词-短语	31000	云南	6	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240154	物业词-短语	31000	云南	1	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543183	北京-一渡新新小镇-全国	632240196	竞品词-短语	31000	云南	1	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543186	北京-一渡新新小镇-本地	632240172	竞品词-短语	31000	云南	1	1	4.03	4.03
2014-08-21	7034363	baidu-房多多-上海8131931	18543186	北京-一渡新新小镇-本地	632240181	区域词-短语	31000	云南	2	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16690006	昆明-实力壹方城-全国	536529179	城市竞品词	32000	浙江	2	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16690042	昆明-实力壹方城-通用	534807448	通用词	32000	浙江	14	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16792022	昆明-实力壹方城-本地	534805939	竞品词	32000	浙江	1	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16792140	昆明-东盟森林-本地	536090594	竞品词	32000	浙江	3	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16792143	昆明-东盟森林-全国	536090603	城市竞品词	32000	浙江	29	1	7.18	7.18
2014-08-21	7034363	baidu-房多多-上海8131931	16792146	昆明-东盟森林-通用	536090600	城市通用词	32000	浙江	24	2	3.23	1.62
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240106	通用词-精确	32000	浙江	115	3	9.42	3.14
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240109	物业词-精确	32000	浙江	8	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240112	通用词-短语	32000	浙江	528	6	14.32	2.39
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240142	房价词-精确	32000	浙江	17	1	3.53	3.53
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240145	房价词-短语	32000	浙江	13	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240154	物业词-短语	32000	浙江	2	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543183	北京-一渡新新小镇-全国	632240133	区域词-短语	32000	浙江	3	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543183	北京-一渡新新小镇-全国	632240139	区域词-精确	32000	浙江	1	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543183	北京-一渡新新小镇-全国	632240196	竞品词-短语	32000	浙江	5	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543183	北京-一渡新新小镇-全国	632240199	竞品词-精确	32000	浙江	4	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543186	北京-一渡新新小镇-本地	632240172	竞品词-短语	32000	浙江	2	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543186	北京-一渡新新小镇-本地	632240181	区域词-短语	32000	浙江	9	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16690006	昆明-实力壹方城-全国	536529179	城市竞品词	33000	重庆	1	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16792022	昆明-实力壹方城-本地	534805939	竞品词	33000	重庆	1	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16792022	昆明-实力壹方城-本地	534805945	区域板块	33000	重庆	2	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16792140	昆明-东盟森林-本地	536090594	竞品词	33000	重庆	1	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16792143	昆明-东盟森林-全国	536090603	城市竞品词	33000	重庆	6	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16792146	昆明-东盟森林-通用	536090600	城市通用词	33000	重庆	7	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240106	通用词-精确	33000	重庆	33	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240109	物业词-精确	33000	重庆	3	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240112	通用词-短语	33000	重庆	122	2	5.44	2.72
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240142	房价词-精确	33000	重庆	4	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240145	房价词-短语	33000	重庆	8	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240151	配套词-短语	33000	重庆	1	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543183	北京-一渡新新小镇-全国	632240133	区域词-短语	33000	重庆	2	1	3.38	3.38
2014-08-21	7034363	baidu-房多多-上海8131931	18543186	北京-一渡新新小镇-本地	632240181	区域词-短语	33000	重庆	9	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16690042	昆明-实力壹方城-通用	534807448	通用词	34000	香港	2	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16792146	昆明-东盟森林-通用	536090600	城市通用词	34000	香港	1	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240106	通用词-精确	34000	香港	5	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240112	通用词-短语	34000	香港	30	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240145	房价词-短语	34000	香港	3	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543183	北京-一渡新新小镇-全国	632240199	竞品词-精确	34000	香港	2	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543186	北京-一渡新新小镇-本地	632240181	区域词-短语	34000	香港	3	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16690042	昆明-实力壹方城-通用	534807448	通用词	35000	台湾	2	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16792143	昆明-东盟森林-全国	536090603	城市竞品词	35000	台湾	2	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240106	通用词-精确	35000	台湾	2	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240112	通用词-短语	35000	台湾	15	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240145	房价词-短语	35000	台湾	2	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543183	北京-一渡新新小镇-全国	632240199	竞品词-精确	35000	台湾	1	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240106	通用词-精确	36000	澳门	1	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240109	物业词-精确	36000	澳门	1	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16690006	昆明-实力壹方城-全国	536529179	城市竞品词	300000	其他国家	3	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16690042	昆明-实力壹方城-通用	534807448	通用词	300000	其他国家	28	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16792022	昆明-实力壹方城-本地	534805939	竞品词	300000	其他国家	4	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16792140	昆明-东盟森林-本地	536090594	竞品词	300000	其他国家	3	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16792140	昆明-东盟森林-本地	536090612	品牌词	300000	其他国家	1	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16792143	昆明-东盟森林-全国	536090603	城市竞品词	300000	其他国家	51	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	16792146	昆明-东盟森林-通用	536090600	城市通用词	300000	其他国家	55	2	7.68	3.84
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240106	通用词-精确	300000	其他国家	57	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240109	物业词-精确	300000	其他国家	2	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240112	通用词-短语	300000	其他国家	637	1	2.74	2.74
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240142	房价词-精确	300000	其他国家	6	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240145	房价词-短语	300000	其他国家	13	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543180	北京-一渡新新小镇-通用	632240154	物业词-短语	300000	其他国家	3	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543183	北京-一渡新新小镇-全国	632240133	区域词-短语	300000	其他国家	8	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543183	北京-一渡新新小镇-全国	632240199	竞品词-精确	300000	其他国家	3	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543186	北京-一渡新新小镇-本地	632240172	竞品词-短语	300000	其他国家	2	0	0.00	0.00
2014-08-21	7034363	baidu-房多多-上海8131931	18543186	北京-一渡新新小镇-本地	632240181	区域词-短语	300000	其他国家	18	0	0.00	0.00
